UserId,MovieId,prediction,title,genres
925,515,4.185189,"Boot, Das (1981)",Action|Drama|War
925,657,4.183405,"Manchurian Candidate, The (1962)",Film-Noir|Thriller
925,603,4.1816673,Rear Window (1954),Mystery|Thriller
925,483,4.170081,Casablanca (1942),Drama|Romance|War
925,134,4.1492786,Citizen Kane (1941),Drama
924,169,4.524809,"Wrong Trousers, The (1993)",Animation|Comedy
924,483,4.4996824,Casablanca (1942),Drama|Romance|War
924,12,4.4695244,"Usual Suspects, The (1995)",Crime|Thriller
924,603,4.4535894,Rear Window (1954),Mystery|Thriller
924,272,4.4209943,Good Will Hunting (1997),Drama
924,318,4.3730264,Schindler's List (1993),Drama|War
924,302,4.320403,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
924,474,4.3145103,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
924,513,4.280376,"Third Man, The (1949)",Mystery|Thriller
924,357,4.2552023,One Flew Over the Cuckoo's Nest (1975),Drama
923,272,5.1704307,Good Will Hunting (1997),Drama
923,483,5.169001,Casablanca (1942),Drama|Romance|War
923,114,5.165128,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
923,515,5.1336827,"Boot, Das (1981)",Action|Drama|War
923,134,5.129998,Citizen Kane (1941),Drama
923,169,5.12644,"Wrong Trousers, The (1993)",Animation|Comedy
923,64,5.1227884,"Shawshank Redemption, The (1994)",Drama
923,408,5.113844,"Close Shave, A (1995)",Animation|Comedy|Thriller
923,89,5.0779724,Blade Runner (1982),Film-Noir|Sci-Fi
923,603,5.070712,Rear Window (1954),Mystery|Thriller
922,408,4.3817787,"Close Shave, A (1995)",Animation|Comedy|Thriller
922,483,4.3578057,Casablanca (1942),Drama|Romance|War
922,12,4.3539777,"Usual Suspects, The (1995)",Crime|Thriller
922,190,4.3462124,Henry V (1989),Drama|War
922,64,4.3307757,"Shawshank Redemption, The (1994)",Drama
922,603,4.3246045,Rear Window (1954),Mystery|Thriller
922,318,4.2972927,Schindler's List (1993),Drama|War
922,272,4.288956,Good Will Hunting (1997),Drama
922,114,4.2551813,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
922,480,4.235395,North by Northwest (1959),Comedy|Thriller
921,64,4.416856,"Shawshank Redemption, The (1994)",Drama
921,12,4.407701,"Usual Suspects, The (1995)",Crime|Thriller
921,318,4.3978076,Schindler's List (1993),Drama|War
921,127,4.3371096,"Godfather, The (1972)",Action|Crime|Drama
921,169,4.321228,"Wrong Trousers, The (1993)",Animation|Comedy
921,114,4.313557,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
921,134,4.3054724,Citizen Kane (1941),Drama
921,408,4.276495,"Close Shave, A (1995)",Animation|Comedy|Thriller
921,100,4.2758265,Fargo (1996),Crime|Drama|Thriller
921,480,4.268122,North by Northwest (1959),Comedy|Thriller
920,64,4.257788,"Shawshank Redemption, The (1994)",Drama
920,50,4.22868,Star Wars (1977),Action|Adventure|Romance|Sci-Fi|War
920,483,4.1905994,Casablanca (1942),Drama|Romance|War
920,98,4.106118,"Silence of the Lambs, The (1991)",Drama|Thriller
920,169,4.074618,"Wrong Trousers, The (1993)",Animation|Comedy
920,285,4.070225,Secrets & Lies (1996),Drama
920,408,4.067853,"Close Shave, A (1995)",Animation|Comedy|Thriller
920,657,4.0666423,"Manchurian Candidate, The (1962)",Film-Noir|Thriller
920,480,4.0513654,North by Northwest (1959),Comedy|Thriller
920,661,3.9952528,High Noon (1952),Western
919,50,4.5100427,Star Wars (1977),Action|Adventure|Romance|Sci-Fi|War
919,603,4.395237,Rear Window (1954),Mystery|Thriller
919,318,4.3875422,Schindler's List (1993),Drama|War
919,483,4.3782015,Casablanca (1942),Drama|Romance|War
919,408,4.362484,"Close Shave, A (1995)",Animation|Comedy|Thriller
919,172,4.345426,"Empire Strikes Back, The (1980)",Action|Adventure|Drama|Romance|Sci-Fi|War
919,114,4.3426714,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
919,169,4.327487,"Wrong Trousers, The (1993)",Animation|Comedy
919,513,4.287668,"Third Man, The (1949)",Mystery|Thriller
919,484,4.282743,"Maltese Falcon, The (1941)",Film-Noir|Mystery
918,408,4.373138,"Close Shave, A (1995)",Animation|Comedy|Thriller
918,318,4.2660613,Schindler's List (1993),Drama|War
918,603,4.2171845,Rear Window (1954),Mystery|Thriller
918,272,4.199272,Good Will Hunting (1997),Drama
918,169,4.1896434,"Wrong Trousers, The (1993)",Animation|Comedy
918,483,4.181856,Casablanca (1942),Drama|Romance|War
918,190,4.168853,Henry V (1989),Drama|War
918,98,4.1520076,"Silence of the Lambs, The (1991)",Drama|Thriller
918,493,4.1419296,"Thin Man, The (1934)",Mystery
918,12,4.1313896,"Usual Suspects, The (1995)",Crime|Thriller
917,408,4.4432135,"Close Shave, A (1995)",Animation|Comedy|Thriller
917,169,4.435914,"Wrong Trousers, The (1993)",Animation|Comedy
917,318,4.3759203,Schindler's List (1993),Drama|War
917,12,4.336771,"Usual Suspects, The (1995)",Crime|Thriller
917,483,4.2984467,Casablanca (1942),Drama|Romance|War
917,64,4.2968845,"Shawshank Redemption, The (1994)",Drama
917,474,4.277092,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
917,603,4.2743077,Rear Window (1954),Mystery|Thriller
917,98,4.271488,"Silence of the Lambs, The (1991)",Drama|Thriller
917,173,4.241413,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance
916,169,4.3504586,"Wrong Trousers, The (1993)",Animation|Comedy
916,114,4.269273,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
916,178,4.217707,12 Angry Men (1957),Drama
916,483,4.2028904,Casablanca (1942),Drama|Romance|War
916,408,4.117823,"Close Shave, A (1995)",Animation|Comedy|Thriller
916,313,4.1008735,Titanic (1997),Action|Drama|Romance
916,302,4.088274,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
916,197,4.0737934,"Graduate, The (1967)",Drama|Romance
916,478,4.0631194,"Philadelphia Story, The (1940)",Comedy|Romance
916,285,4.05402,Secrets & Lies (1996),Drama
915,169,3.9934351,"Wrong Trousers, The (1993)",Animation|Comedy
915,483,3.9149232,Casablanca (1942),Drama|Romance|War
915,603,3.906811,Rear Window (1954),Mystery|Thriller
915,114,3.902446,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
915,285,3.89357,Secrets & Lies (1996),Drama
915,318,3.8528836,Schindler's List (1993),Drama|War
915,187,3.8334658,"Godfather: Part II, The (1974)",Action|Crime|Drama
915,50,3.8192115,Star Wars (1977),Action|Adventure|Romance|Sci-Fi|War
915,427,3.818527,To Kill a Mockingbird (1962),Drama
915,272,3.8141682,Good Will Hunting (1997),Drama
914,318,3.973168,Schindler's List (1993),Drama|War
914,169,3.80308,"Wrong Trousers, The (1993)",Animation|Comedy
914,190,3.8028107,Henry V (1989),Drama|War
914,50,3.7948434,Star Wars (1977),Action|Adventure|Romance|Sci-Fi|War
914,603,3.7799044,Rear Window (1954),Mystery|Thriller
914,408,3.7455397,"Close Shave, A (1995)",Animation|Comedy|Thriller
914,480,3.7443686,North by Northwest (1959),Comedy|Thriller
914,199,3.7322567,"Bridge on the River Kwai, The (1957)",Drama|War
914,64,3.7135403,"Shawshank Redemption, The (1994)",Drama
914,963,3.6763542,Some Folks Call It a Sling Blade (1993),Drama|Thriller
913,64,4.310198,"Shawshank Redemption, The (1994)",Drama
913,513,4.237892,"Third Man, The (1949)",Mystery|Thriller
913,493,4.129985,"Thin Man, The (1934)",Mystery
913,190,4.1273694,Henry V (1989),Drama|War
913,114,4.084592,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
913,48,4.0414715,Hoop Dreams (1994),Documentary
913,178,4.0282707,12 Angry Men (1957),Drama
913,172,4.012794,"Empire Strikes Back, The (1980)",Action|Adventure|Drama|Romance|Sci-Fi|War
913,479,3.9974165,Vertigo (1958),Mystery|Thriller
913,187,3.9855638,"Godfather: Part II, The (1974)",Action|Crime|Drama
912,98,4.377856,"Silence of the Lambs, The (1991)",Drama|Thriller
912,169,4.2819405,"Wrong Trousers, The (1993)",Animation|Comedy
912,408,4.1652412,"Close Shave, A (1995)",Animation|Comedy|Thriller
912,50,4.1631346,Star Wars (1977),Action|Adventure|Romance|Sci-Fi|War
912,187,4.1151237,"Godfather: Part II, The (1974)",Action|Crime|Drama
912,427,4.0802865,To Kill a Mockingbird (1962),Drama
912,480,4.07961,North by Northwest (1959),Comedy|Thriller
912,313,4.06606,Titanic (1997),Action|Drama|Romance
912,127,4.0628667,"Godfather, The (1972)",Action|Crime|Drama
912,302,4.0417233,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
911,483,4.639455,Casablanca (1942),Drama|Romance|War
911,318,4.546478,Schindler's List (1993),Drama|War
911,64,4.5189915,"Shawshank Redemption, The (1994)",Drama
911,515,4.477852,"Boot, Das (1981)",Action|Drama|War
911,484,4.435248,"Maltese Falcon, The (1941)",Film-Noir|Mystery
911,408,4.4297056,"Close Shave, A (1995)",Animation|Comedy|Thriller
911,302,4.4123473,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
911,178,4.4069567,12 Angry Men (1957),Drama
911,114,4.381786,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
911,520,4.309001,"Great Escape, The (1963)",Adventure|War
910,483,4.0589037,Casablanca (1942),Drama|Romance|War
910,408,4.028076,"Close Shave, A (1995)",Animation|Comedy|Thriller
910,169,3.898555,"Wrong Trousers, The (1993)",Animation|Comedy
910,12,3.8899126,"Usual Suspects, The (1995)",Crime|Thriller
910,318,3.8719442,Schindler's List (1993),Drama|War
910,64,3.8678548,"Shawshank Redemption, The (1994)",Drama
910,603,3.8591757,Rear Window (1954),Mystery|Thriller
910,114,3.8036838,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
910,480,3.8003063,North by Northwest (1959),Comedy|Thriller
910,132,3.7882657,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical
909,318,5.0833187,Schindler's List (1993),Drama|War
909,603,4.9797606,Rear Window (1954),Mystery|Thriller
909,963,4.958404,Some Folks Call It a Sling Blade (1993),Drama|Thriller
909,357,4.9499726,One Flew Over the Cuckoo's Nest (1975),Drama
909,483,4.9410777,Casablanca (1942),Drama|Romance|War
909,190,4.9320436,Henry V (1989),Drama|War
909,285,4.921582,Secrets & Lies (1996),Drama
909,64,4.920453,"Shawshank Redemption, The (1994)",Drama
909,98,4.9197955,"Silence of the Lambs, The (1991)",Drama|Thriller
909,1007,4.9052362,Waiting for Guffman (1996),Comedy
908,318,4.138256,Schindler's List (1993),Drama|War
908,114,4.044955,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
908,408,4.044377,"Close Shave, A (1995)",Animation|Comedy|Thriller
908,480,4.0293255,North by Northwest (1959),Comedy|Thriller
908,12,4.0018597,"Usual Suspects, The (1995)",Crime|Thriller
908,520,3.953441,"Great Escape, The (1963)",Adventure|War
908,661,3.9440634,High Noon (1952),Western
908,64,3.9383535,"Shawshank Redemption, The (1994)",Drama
908,187,3.9146185,"Godfather: Part II, The (1974)",Action|Crime|Drama
908,169,3.8599002,"Wrong Trousers, The (1993)",Animation|Comedy
907,408,5.582612,"Close Shave, A (1995)",Animation|Comedy|Thriller
907,50,5.510284,Star Wars (1977),Action|Adventure|Romance|Sci-Fi|War
907,127,5.4858766,"Godfather, The (1972)",Action|Crime|Drama
907,64,5.4460196,"Shawshank Redemption, The (1994)",Drama
907,12,5.434275,"Usual Suspects, The (1995)",Crime|Thriller
907,313,5.4275503,Titanic (1997),Action|Drama|Romance
907,169,5.4073787,"Wrong Trousers, The (1993)",Animation|Comedy
907,23,5.379316,Taxi Driver (1976),Drama|Thriller
907,603,5.368386,Rear Window (1954),Mystery|Thriller
907,357,5.3368425,One Flew Over the Cuckoo's Nest (1975),Drama
906,318,4.9976277,Schindler's List (1993),Drama|War
906,483,4.879437,Casablanca (1942),Drama|Romance|War
906,64,4.8560553,"Shawshank Redemption, The (1994)",Drama
906,127,4.7615914,"Godfather, The (1972)",Action|Crime|Drama
906,98,4.7534194,"Silence of the Lambs, The (1991)",Drama|Thriller
906,178,4.7233095,12 Angry Men (1957),Drama
906,12,4.681616,"Usual Suspects, The (1995)",Crime|Thriller
906,114,4.6562314,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
906,661,4.620741,High Noon (1952),Western
906,302,4.61575,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
905,483,4.17874,Casablanca (1942),Drama|Romance|War
905,272,4.157919,Good Will Hunting (1997),Drama
905,64,4.1247888,"Shawshank Redemption, The (1994)",Drama
905,357,4.1111245,One Flew Over the Cuckoo's Nest (1975),Drama
905,50,4.0770845,Star Wars (1977),Action|Adventure|Romance|Sci-Fi|War
905,114,4.067702,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
905,199,4.066334,"Bridge on the River Kwai, The (1957)",Drama|War
905,603,4.0633926,Rear Window (1954),Mystery|Thriller
905,98,4.039407,"Silence of the Lambs, The (1991)",Drama|Thriller
905,318,4.0279975,Schindler's List (1993),Drama|War
904,190,4.6153374,Henry V (1989),Drama|War
904,408,4.600651,"Close Shave, A (1995)",Animation|Comedy|Thriller
904,513,4.5801697,"Third Man, The (1949)",Mystery|Thriller
904,427,4.5712657,To Kill a Mockingbird (1962),Drama
904,963,4.5355263,Some Folks Call It a Sling Blade (1993),Drama|Thriller
904,318,4.5318027,Schindler's List (1993),Drama|War
904,114,4.5267396,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
904,272,4.5165195,Good Will Hunting (1997),Drama
904,483,4.4961495,Casablanca (1942),Drama|Romance|War
904,64,4.488361,"Shawshank Redemption, The (1994)",Drama
903,318,4.5978227,Schindler's List (1993),Drama|War
903,483,4.5683327,Casablanca (1942),Drama|Romance|War
903,484,4.5575643,"Maltese Falcon, The (1941)",Film-Noir|Mystery
903,474,4.5478683,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
903,408,4.5437703,"Close Shave, A (1995)",Animation|Comedy|Thriller
903,134,4.50967,Citizen Kane (1941),Drama
903,513,4.50504,"Third Man, The (1949)",Mystery|Thriller
903,191,4.500947,Amadeus (1984),Drama|Mystery
903,169,4.4938436,"Wrong Trousers, The (1993)",Animation|Comedy
903,480,4.477244,North by Northwest (1959),Comedy|Thriller
902,285,4.2566,Secrets & Lies (1996),Drama
902,169,4.1417994,"Wrong Trousers, The (1993)",Animation|Comedy
902,64,4.135869,"Shawshank Redemption, The (1994)",Drama
902,114,4.108968,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
902,178,4.0739594,12 Angry Men (1957),Drama
902,1449,4.05963,Pather Panchali (1955),Drama
902,474,4.0266094,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
902,427,4.022423,To Kill a Mockingbird (1962),Drama
902,191,4.006742,Amadeus (1984),Drama|Mystery
902,132,4.004842,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical
901,408,5.0231104,"Close Shave, A (1995)",Animation|Comedy|Thriller
901,318,4.986471,Schindler's List (1993),Drama|War
901,483,4.825487,Casablanca (1942),Drama|Romance|War
901,603,4.803868,Rear Window (1954),Mystery|Thriller
901,169,4.766936,"Wrong Trousers, The (1993)",Animation|Comedy
901,480,4.7657123,North by Northwest (1959),Comedy|Thriller
901,272,4.75965,Good Will Hunting (1997),Drama
901,114,4.750028,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
901,493,4.746805,"Thin Man, The (1934)",Mystery
901,64,4.743783,"Shawshank Redemption, The (1994)",Drama
900,50,3.498545,Star Wars (1977),Action|Adventure|Romance|Sci-Fi|War
900,169,3.4674304,"Wrong Trousers, The (1993)",Animation|Comedy
900,479,3.45982,Vertigo (1958),Mystery|Thriller
900,313,3.4577818,Titanic (1997),Action|Drama|Romance
900,114,3.456256,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
900,190,3.417377,Henry V (1989),Drama|War
900,603,3.4155557,Rear Window (1954),Mystery|Thriller
